"Data from Steven Cook (steven.cook2@gmail.com), supported by the Emmons Lab, Albert Einstein College of Medicine",,,,
idx,pre,post,sections,type
14134,OLQDR,CEPDR,6,electrical
14135,URBR,OLQDR,2,electrical
14136,IL1R,IL1DR,2,electrical
14137,IL1VR,IL1R,3,electrical
14138,URAVR,IL1VR,1,electrical
14139,IL1VR,IL1VL,11,electrical
14140,IL1VL,IL1L,4,electrical
14141,IL1VL,IL1L,3,electrical
14142,RMED,RIPL,2,electrical
14143,RMED,IL1VL,1,electrical
14144,IL1VR,IL1R,2,electrical
14145,IL1VR,IL1R,1,electrical
14146,URXR,IL2R,2,electrical
14147,RMEV,RMEL,1,electrical
14148,URBL,OLQDL,3,electrical
14149,RMDVL,OLQDL,1,electrical
14150,RMDDL,OLQVL,1,electrical
14151,RMED,RIPR,2,electrical
14152,RMED,RIPR,2,electrical
14153,RMEV,RMED,1,electrical
14154,RMEV,RMED,1,electrical
14155,RMEV,RMED,1,electrical
14156,RMEV,RMEL,1,electrical
14157,RMEV,RMEL,2,electrical
14158,RMEV,IL1DL,1,electrical
14159,IL1DR,IL1DL,1,electrical
14160,RMEV,AVER,1,electrical
14161,URYDL,RIGL,2,electrical
14162,URYDL,RIGL,2,electrical
14163,RIGL,OLQDL,3,electrical
14164,URYDR,RIGR,2,electrical
14165,syn3,URYDR,1,electrical
14166,PVNL,BDUL,1,electrical
14167,SMDVR,ADFR,2,electrical
14168,syn6,ADLL,3,electrical
14169,AFDR,ADFR,1,electrical
14170,ASEL,AFDL,2,electrical
14171,PVPR,AQR,1,electrical
14172,RMGR,ASKR,1,electrical
14173,PVQR,ASKR,9,electrical
14174,SAADR,RIVL,2,electrical
14175,SMDVR,RMDVR,7,electrical
14176,DVC,AIBR,5,electrical
14177,ADFL,ADAL,4,electrical
14178,PVPL,AQR,1,electrical
14179,ASGL,AIML,1,electrical
14180,AUAL,AINR,3,electrical
14181,RIGR,RIGL,3,electrical
14182,SAADL,RIVR,1,electrical
14183,ADFR,ADAR,4,electrical
14184,SDQR,RIVR,1,electrical
14185,RIVR,RIVL,12,electrical
14186,SIBVR,SIBDR,10,electrical
14187,SMBVR,SAAVL,17,electrical
14188,DVA,AVBL,11,electrical
14189,SMBVR,SMBDR,1,electrical
14190,DVC,AIBL,2,electrical
14191,PVPL,AQR,8,electrical
14192,PVNR,AVFL,1,electrical
14193,SIBVL,SIBDL,6,electrical
14194,RIML,AIBR,2,electrical
14195,ADFL,ADAL,1,electrical
14196,PVQR,ASKR,4,electrical
14197,ASHR,ADAR,3,electrical
14198,SDQR,DVA,1,electrical
14199,SDQR,AVBL,1,electrical
14200,DVA,AVBR,3,electrical
14201,RIGR,RIGL,4,electrical
14202,HSNR,BDUR,1,electrical
14203,AIZR,AIZL,9,electrical
14204,PVPR,AQR,5,electrical
14205,PVQL,ASKL,1,electrical
14206,PVT,AVKR,1,electrical
14207,ASGR,AINL,1,electrical
14208,AWCL,ASEL,1,electrical
14209,AWAL,AIZL,3,electrical
14210,ASIR,AIYR,1,electrical
14211,RIGR,RIGL,14,electrical
14212,RIGR,RIGL,1,electrical
14213,AVBR,AVBL,2,electrical
14214,AVKL,AQR,3,electrical
14215,AVKR,AQR,2,electrical
14216,PVPL,AQR,5,electrical
14217,SIAVR,RIAR,1,electrical
14218,RIML,AVER,7,electrical
14219,PVPR,AQR,17,electrical
14220,RIMR,AVEL,5,electrical
14221,RIMR,AIYR,2,electrical
14222,SIBVR,RIBR,5,electrical
14223,AIBL,AFDL,2,electrical
14224,AVBR,AVBL,6,electrical
14225,PVPR,AQR,5,electrical
14226,PVPL,AVKL,2,electrical
14227,SIAVL,RMDVR,1,electrical
14228,AWAR,AIAR,3,electrical
14229,AWAR,ADFR,3,electrical
14230,SAAVR,RMDVR,9,electrical
14231,SAADL,RMDVR,1,electrical
14232,SMBVL,SAAVR,9,electrical
14233,SMBDR,AVKR,3,electrical
14234,PVPR,AQR,1,electrical
14235,RIML,AIYL,5,electrical
14236,PVNR,PVNL,1,electrical
14237,AIAR,ADFR,1,electrical
14238,AWBL,AIAL,1,electrical
14239,SIBVL,RIBL,1,electrical
14240,PVPL,AVKL,1,electrical
14241,RIGR,ADEL,1,electrical
14242,PVPR,AQR,2,electrical
14243,PVPR,AQR,1,electrical
14244,AVBL,AQR,3,electrical
14245,AIAR,ADFR,1,electrical
14246,AIAR,ADFR,2,electrical
14247,AIAR,AIAR,2,electrical
14248,PVPL,AVKR,7,electrical
14249,AWBR,AUAR,3,electrical
14250,RICL,ASHL,4,electrical
14251,DB01,AVBR,11,electrical
14252,RIBR,AVBR,3,electrical
14253,ASHR,AIZR,3,electrical
14254,RICR,ASHR,3,electrical
14255,SMBVL,SAAVR,2,electrical
14256,AVKR,AVKL,3,electrical
14257,AWBL,AUAL,4,electrical
14258,RID,AVBL,2,electrical
14259,VA03,SABD,1,electrical
14260,SMBVL,AVKL,5,electrical
14261,SMBDR,SIADR,1,electrical
14262,VD01,SMDDR,5,electrical
14263,AVFR,AVFL,1,electrical
14264,SMBVR,AVKR,4,electrical
14265,RICL,ASHL,1,electrical
14266,PVPL,AVKR,1,electrical
14267,AVDR,ADAL,1,electrical
14268,PVQL,ADAL,2,electrical
14269,AVKL,ADER,4,electrical
14270,AVKL,AQR,4,electrical
14271,SMDVL,SAAVL,6,electrical
14272,AVDL,AVAL,4,electrical
14273,AVDL,ADAR,1,electrical
14274,RIGR,AVKR,2,electrical
14275,VA02,SABD,2,electrical
14276,VA02,PLNL,1,electrical
14277,VA02,PLNL,1,electrical
14278,SMBVL,AVKL,1,electrical
14279,PVPR,AVKL,5,electrical
14280,PVPR,AVKL,1,electrical
14281,RIS,AVJL,8,electrical
14282,AVKL,AIYL,1,electrical
14283,AVKR,AIMR,3,electrical
14284,PVPR,AQR,3,electrical
14285,PVPR,DVC,1,electrical
14286,RIFL,HSNL,1,electrical
14287,PVPL,AVFL,1,electrical
14288,AVFR,AVFL,1,electrical
14289,syn3,SABVL,13,electrical
14290,DVA,DB01,3,electrical
14291,VD01,DVC,2,electrical
14292,SABD,SAAVL,1,electrical
14293,SABD,SAAVL,2,electrical
14294,VA02,SABD,4,electrical
14295,AVHL,AVDL,1,electrical
14296,AVHL,AVDL,1,electrical
14297,FLPR,FLPL,2,electrical
14298,RIFR,AVJL,1,electrical
14299,VD01,RIGR,2,electrical
14300,PVPR,AVEL,1,electrical
14301,RIFL,AVER,1,electrical
14302,VB02,VB01,2,electrical
14303,VB02,AVBR,6,electrical
14304,VB02,AVBL,5,electrical
14305,PVPL,AVFR,2,electrical
14306,PVQL,ADAL,2,electrical
14307,PVCR,AVJL,5,electrical
14308,PVQR,ADER,2,electrical
14309,PVQR,ADAR,2,electrical
14310,SABVR,AVAL,8,electrical
14311,VA02,SABD,4,electrical
14312,VA02,SABD,2,electrical
14313,syn3,DA01,4,electrical
14314,syn3,DA01,1,electrical
14315,syn3,DA01,4,electrical
14316,RIGR,RIGL,14,electrical
14317,AVM,AVDL,6,electrical
14318,PVPR,AQR,2,electrical
14319,SABD,AVAL,1,electrical
14320,PVCR,AVJL,2,electrical
14321,RIGR,RIGL,11,electrical
14322,vBWMR8,vBWML9,2,electrical
14323,PVCL,AVAR,1,electrical
14324,VB01,AVFR,1,electrical
14325,PVQL,AVFR,2,electrical
14326,RIFR,DD01,2,electrical
14327,FLPR,AVDL,6,electrical
14328,RIGR,RIGL,3,electrical
14329,SABD,AVAL,1,electrical
14330,SABD,AVAL,2,electrical
14331,SABD,AVAL,1,electrical
14332,AVL,AVEL,1,electrical
14333,AVBR,AVBL,5,electrical
14334,FLPR,FLPL,3,electrical
14335,VD01,RIGL,3,electrical
14336,PVCR,AVAL,2,electrical
14337,SABD,AVAL,1,electrical
14338,AVEL,AVAL,1,electrical
14339,vBWML8,DD01,2,electrical
14340,RMGR,PVPR,1,electrical
14341,RMGR,PVPR,2,electrical
14342,PVPR,AVAL,2,electrical
14343,PVPR,AQR,2,electrical
14344,syn3,SABVR,1,electrical
14345,syn3,SABVL,2,electrical
14346,DVB,AVL,4,electrical
14347,DVB,AVDL,4,electrical
14348,DVB,AVAR,4,electrical
14349,obj323656,PHAL,1,electrical
14350,SABD,PHAL,1,electrical
14351,PVPR,DD06,1,electrical
14352,PHAL,DA07,2,electrical
14353,PVPL,PHAR,20,electrical
14354,PVPL,AVL,20,electrical
14355,PVPL,PVCR,20,electrical
14356,PVPL,LUAL,20,electrical
14357,PVPL,PVCL,20,electrical
14358,PVPL,VA11,20,electrical
14359,PVPL,VA12,20,electrical
14360,PVPL,DVA,20,electrical
14361,PVPL,AVDR,20,electrical
14362,PVPL,AVAL,20,electrical
14363,PVNL,LUAL,4,electrical
14364,PVNL,DVA,4,electrical
14365,PVT,DVA,2,electrical
14366,PVT,PVNL,2,electrical
14367,PVT,PVPL,1,electrical
14368,PVWR,LUAR,3,electrical
14369,PVWR,AVG,3,electrical
14370,VD13,PVPL,1,electrical
14371,PVQR,PVQL,1,electrical
14372,PVPL,PDB,1,electrical
14373,VA12,PHAL,1,electrical
14374,PVNL,AVHL,1,electrical
14375,DA09,AVL,6,electrical
14376,DA09,AVG,6,electrical
14377,DA09,DVA,6,electrical
14378,DA09,AVJL,6,electrical
14379,DA09,AVJR,6,electrical
14380,DA09,DB07,6,electrical
14381,DA09,DA09,6,electrical
14382,DA09,PVCR,6,electrical
14383,PVCR,PHCR,1,electrical
14384,PDA,AVL,2,electrical
14385,hyp,PVWL,4,electrical
14386,hyp,DA09,4,electrical
14387,hyp,DVB,4,electrical
14388,hyp,AVG,4,electrical
14389,PVQR,PHAL,4,electrical
14390,VC03,LUAL,1,electrical
14391,VA02,AVAL,3,electrical
14392,VC03,VC01,1,electrical
14393,AVFR,AVFL,4,electrical
14394,PVR,AVM,3,electrical
14395,VA06,AS01,3,electrical
14396,AVFR,AVFL,1,electrical
14397,PVQR,DVC,1,electrical
14398,AVHR,AVFR,1,electrical
14399,AVHR,AVFR,2,electrical
14400,AVHL,AVFR,1,electrical
14401,VC03,VC01,2,electrical
14402,VA06,DA02,3,electrical
14403,PVCR,PVCL,2,electrical
14404,syn3,DA03,2,electrical
14405,syn3,DA03,1,electrical
14406,PVPL,HSNL,1,electrical
14407,PVQL,AVKR,2,electrical
14408,PVPL,AVKR,1,electrical
14409,PVPL,PVPL,1,electrical
14410,VB03,DB01,1,electrical
14411,hyp,VA02,1,electrical
14412,VA02,DA03,1,electrical
14413,syn3,AVAL,8,electrical
14414,DA02,AVAL,1,electrical
14415,AVHR,AVFR,1,electrical
14416,AVFR,AVFL,2,electrical
14417,AVHR,AVFR,1,electrical
14418,AVHR,AVFR,1,electrical
14419,PVPR,HSNR,1,electrical
14420,AVJR,AVJL,1,electrical
14421,PVCR,PVCL,2,electrical
14422,PVCR,PVCL,1,electrical
14423,PVCR,PVCL,3,electrical
14424,PVCR,PVCL,1,electrical
14425,VC01,PVPR,1,electrical
14426,syn3,VA03,2,electrical
14427,PVPL,AVKR,1,electrical
14428,PVQL,PVPL,1,electrical
14429,PVPL,AVKR,1,electrical
14430,DD02,DD01,4,electrical
14431,DD02,AVDR,4,electrical
14432,PVPR,PQR,14,electrical
14433,PVPR,AVAL,14,electrical
14434,PVPR,DA07,14,electrical
14435,PVPR,VA10,14,electrical
14436,PVPR,PVCL,14,electrical
14437,PVPR,DVA,14,electrical
14438,PVPR,AS10,14,electrical
14439,PVPR,AVL,14,electrical
14440,hyp,AVKR,2,electrical
14441,AVAL,AS10,1,electrical
14442,hyp,AVKR,6,electrical
14443,hyp,PVPL,6,electrical
14444,hyp,AS10,6,electrical
14445,AVDL,AVAL,1,electrical
14446,PVT,DD06,3,electrical
14447,PVPR,DVC,1,electrical
14448,DB07,AS10,1,electrical
14449,AVDR,AVAR,19,electrical
14450,AVDR,DD06,19,electrical
14451,AVDR,vBWML21,19,electrical
14452,AVDR,PVT,19,electrical
14453,AVDR,bl15,19,electrical
14454,AVDR,DB07,19,electrical
14455,AVDR,DA08,19,electrical
14456,AVDR,vBWMR21,19,electrical
14457,AVDR,AVDL,19,electrical
14458,AVDR,DA07,19,electrical
14459,AVDR,VA10,19,electrical
14460,AVDR,PVWL,19,electrical
14461,AVDR,PVQR,19,electrical
14462,AVDR,AS10,19,electrical
14463,AVDR,PQR,19,electrical
14464,AVDR,AVBR,19,electrical
14465,AVDR,AVHL,19,electrical
14466,PVPL,AVKR,2,electrical
14467,AVDR,AVAR,15,electrical
14468,AVDR,AS10,15,electrical
14469,AVDR,VA10,15,electrical
14470,AVDR,PVCL,15,electrical
14471,AVDR,PVCR,15,electrical
14472,AVDR,DD06,15,electrical
14473,AVDR,vBWMR21,15,electrical
14474,AVDR,AVBL,15,electrical
14475,hyp,PVQL,2,electrical
14476,hyp,PVPL,2,electrical
14477,AVAR,AS10,20,electrical
14478,AVAR,AVHL,20,electrical
14479,AVAR,PVCL,20,electrical
14480,AVAR,DD06,20,electrical
14481,AVAR,vBWML21,20,electrical
14482,AVAR,AVBR,20,electrical
14483,AVAR,VD11,20,electrical
14484,AVAR,VA11,20,electrical
14485,AVAR,AVBL,20,electrical
14486,AVAR,DA08,20,electrical
14487,AVAR,VA10,20,electrical
14488,AVAR,DVA,20,electrical
14489,AVAR,DVC,20,electrical
14490,AVAR,VB11,20,electrical
14491,AVAR,vBWMR21,20,electrical
14492,AVAR,AVL,20,electrical
14493,PVPL,AVKR,3,electrical
14494,DB07,AVBL,2,electrical
14495,DVA,DB07,1,electrical
14496,hyp,AVHL,14,electrical
14497,hyp,AVAR,14,electrical
14498,hyp,PDER,14,electrical
14499,hyp,DD06,14,electrical
14500,hyp,DVA,14,electrical
14501,hyp,AVDL,14,electrical
14502,hyp,AVAL,14,electrical
14503,hyp,AVFL,14,electrical
14504,hyp,vBWMR22,14,electrical
14505,hyp,DA07,14,electrical
14506,PVPR,PVNR,9,electrical
14507,PVPR,AVHL,9,electrical
14508,PVPR,AVAL,9,electrical
14509,PVPR,AVBR,9,electrical
14510,PVPR,VB11,9,electrical
14511,PVPR,PVQR,9,electrical
14512,PVPR,VD11,9,electrical
14513,PVPR,vBWMR22,9,electrical
14514,PVPR,PVCL,9,electrical
14515,PVPR,PDEL,9,electrical
14516,bl15,PVR,18,electrical
14517,bl15,AVBR,18,electrical
14518,bl15,vBWMR22,18,electrical
14519,bl15,VB10,18,electrical
14520,bl15,AVAL,18,electrical
14521,bl15,PDEL,18,electrical
14522,bl15,AVBL,18,electrical
14523,bl15,PVCL,18,electrical
14524,bl15,VD11,18,electrical
14525,bl15,PVNR,18,electrical
14526,bl15,DVC,18,electrical
14527,bl15,DD06,18,electrical
14528,PVPL,AVKR,3,electrical
14529,PVPL,PVPL,3,electrical
14530,PVQL,PVPL,2,electrical
14531,PVQL,AVKR,2,electrical
14532,hyp,PVQL,1,electrical
14533,PVCL,DA07,1,electrical
14534,PVPR,DVC,4,electrical
14535,PVPR,AVHL,4,electrical
14536,PVPR,DD06,4,electrical
14537,PVPR,vBWMR21,4,electrical
14538,VD11,PVT,9,electrical
14539,VD11,VA11,9,electrical
14540,VD11,AVG,9,electrical
14541,VD11,AVHL,9,electrical
14542,VD11,PQR,9,electrical
14543,VD11,AVHR,9,electrical
14544,VD11,DD06,9,electrical
14545,VD11,vBWMR21,9,electrical
14546,VD11,VD11,9,electrical
14547,vBWMR21,bl11,3,electrical
14548,PVQL,PVPL,1,electrical
14549,AVDR,AVDL,9,electrical
14550,AVDR,AVDR,9,electrical
14551,AVDR,AVAR,9,electrical
14552,AVDR,PVCL,9,electrical
14553,AVDR,AVJL,9,electrical
14554,AVDR,AVFL,9,electrical
14555,AVDR,DD06,9,electrical
14556,AVDR,vBWMR21,9,electrical
14557,AVDR,DA08,9,electrical
14558,hyp,PVPL,1,electrical
14559,hyp,PVPL,1,electrical
14560,PVCR,DA07,8,electrical
14561,PVCR,DVA,8,electrical
14562,PVCR,AVG,8,electrical
14563,PVCR,VD11,8,electrical
14564,PVCR,vBWMR21,8,electrical
14565,PVCR,AVDL,8,electrical
14566,PVCR,AVBL,8,electrical
14567,PVCR,PVCR,8,electrical
14568,PVCR,PDEL,8,electrical
14569,hyp,PVPL,2,electrical
14570,PVCR,PVCL,5,electrical
14571,PVCR,DD06,5,electrical
14572,PVCR,VA11,5,electrical
14573,PVCR,VD11,5,electrical
14574,PVCR,DVC,5,electrical
14575,PVCR,PVT,5,electrical
14576,VD11,PVT,18,electrical
14577,VD11,DVA,18,electrical
14578,VD11,AVKL,18,electrical
14579,VD11,DD06,18,electrical
14580,VD11,AVAR,18,electrical
14581,VD11,VD11,18,electrical
14582,VD11,vBWMR22,18,electrical
14583,VD11,AVAL,18,electrical
14584,VD11,VB11,18,electrical
14585,VD11,bl15,18,electrical
14586,VD11,DA07,18,electrical
14587,VD11,VA11,18,electrical
14588,VD11,PQR,18,electrical
14589,VD11,DVB,18,electrical
14590,VD11,DVC,18,electrical
14591,VD11,AVDL,18,electrical
14592,hyp,PVPL,2,electrical
14593,hyp,AVKR,2,electrical
14594,PVR,PDER,7,electrical
14595,PVR,hyp,7,electrical
14596,PVR,DA08,7,electrical
14597,PVR,AVAL,7,electrical
14598,PVCR,PVCL,19,electrical
14599,PVCR,PQR,19,electrical
14600,PVCR,AVBR,19,electrical
14601,PVCR,AVDL,19,electrical
14602,PVCR,AVAR,19,electrical
14603,PVCR,PDER,19,electrical
14604,PVCR,AVFL,19,electrical
14605,PVCR,AVAL,19,electrical
14606,PVCR,DA07,19,electrical
14607,PVCR,b18,19,electrical
14608,PVCR,VD11,19,electrical
14609,PVCR,vBWMR22,19,electrical
14610,PVCR,DD06,19,electrical
14611,PVCR,VB10,19,electrical
14612,PVCR,VA11,19,electrical
14613,hyp,AVFL,2,electrical
14614,hyp,AVFR,2,electrical
14615,VA11,AVAR,9,electrical
14616,VA11,AVAL,9,electrical
14617,VA11,DD06,9,electrical
14618,VA11,vBWMR22,9,electrical
14619,VA11,AVFR,9,electrical
14620,VA11,AVDR,9,electrical
14621,AVDR,AVAL,1,electrical
14622,DVC,AVL,1,electrical
14623,b18,VA10,1,electrical
14624,VA10,AVAL,3,electrical
14625,VA12,PVCR,1,electrical
14626,PVCR,DA07,1,electrical
14627,DVB,AVL,1,electrical
14628,PVR,PVCR,1,electrical
14629,hyp,gx,1,electrical
14630,PVR,PVNR,1,electrical
14631,PVR,PVCR,1,electrical
14632,hyp,PVR,8,electrical
14633,hyp,PVWL,8,electrical
14634,hyp,PVNR,8,electrical
14635,hyp,PVCR,8,electrical
14636,hyp,PHAR,1,electrical
14637,hyp,PVWR,1,electrical
14638,hyp,g0,1,electrical
14639,PLNL,PHCL,1,electrical
14640,hyp,PHAL,3,electrical
14641,hyp,ALNR,3,electrical
14642,PVNL,PQR,1,electrical
14643,PVNL,PQR,4,electrical
14644,PVNL,PHBL,4,electrical
14645,PVNL,ALNR,4,electrical
14646,hyp,PhshR,5,electrical
14647,hyp,ALNR,5,electrical
14648,PhshR,PVNR,2,electrical
14649,PhshR,PVR,2,electrical
14650,PHCR,PHBR,6,electrical
14651,PHCR,PLML,6,electrical
14652,PHCR,PhshL,6,electrical
14653,PHCR,PVNR,6,electrical
14654,b28,PHBL,3,electrical
14655,b28,PLML,3,electrical
14656,b28,ALNL,3,electrical
14657,hyp,PVR,2,electrical
14658,hyp,PhshR,2,electrical
14659,hyp,PhshR,4,electrical
14660,hyp,Phso1R,4,electrical
14661,hyp,PHBR,4,electrical
14662,PVR,ALNR,1,electrical
14663,hyp,g0,8,electrical
14664,hyp,PhshL,8,electrical
14665,hyp,PHBL,8,electrical
14666,hyp,PLML,8,electrical
14667,hyp,PVR,8,electrical
14668,hyp,Phso1R,8,electrical
14669,hyp,PQR,5,electrical
14670,hyp,ALNR,5,electrical
14671,hyp,Phso1R,5,electrical
14672,hyp,PhshL,5,electrical
14673,hyp,PVR,5,electrical
14674,hyp,Phso2L,5,electrical
14675,hyp,Phso1R,5,electrical
14676,hyp,PVR,5,electrical
14677,hyp,ALNR,5,electrical
14678,PVR,ALNR,1,electrical
14679,r28,ALNL,2,electrical
14680,hyp,PhshL,3,electrical
14681,hyp,Phso2L,3,electrical
14682,hyp,ALNR,3,electrical
14683,hyp,PVR,3,electrical
14684,hyp,PhshL,3,electrical
14685,hyp,Phso2R,6,electrical
14686,hyp,PHCL,6,electrical
14687,hyp,ALNL,6,electrical
14688,hyp,PhshL,6,electrical
14689,hyp,PhshR,6,electrical
14690,hyp,Phso2L,22,electrical
14691,hyp,PDB,22,electrical
14692,hyp,Phso1L,22,electrical
14693,hyp,PhshR,22,electrical
14694,hyp,PLMR,22,electrical
14695,hyp,Phso2R,22,electrical
14696,[AS11],PDB,1,electrical
14697,PVR,ALNR,2,electrical
14698,r28,hyp,5,electrical
14699,r28,Phso1L,5,electrical
14700,r28,Phso1R,5,electrical
14701,r28,PVR,5,electrical
14702,r28,hyp,3,electrical
14703,r28,hyp,2,electrical
14704,r28,hyp,1,electrical
14705,hyp,PDA,14,electrical
14706,hyp,PDB,14,electrical
14707,hyp,DA09,14,electrical
14708,hyp,hyp,14,electrical
14709,hyp,DA08,14,electrical
14710,DA09,DA08,6,electrical
14711,DA09,DA09,6,electrical
14712,[VD13],PDB,2,electrical
14713,hyp,RID,1,electrical
14714,hyp,RID,3,electrical
14715,hyp,DA09,1,electrical
14716,hyp,DVC,2,electrical
14717,r30,gx,1,electrical
14718,PLNR,PHAR,1,electrical
14719,PVQR,PVQL,1,electrical
14720,hyp,AVFR,1,electrical
14721,DVC,DVB,1,electrical
14722,PVT,PVPR,1,electrical
14723,PVT,PVPR,1,electrical
14724,PVT,PVNR,1,electrical
14725,hyp,AVJR,1,electrical
14726,DD06,AVL,1,electrical
14727,DD06,AVL,2,electrical
14728,DD06,AVL,1,electrical
14729,DD06,AVL,1,electrical
14730,VA11,AVAL,1,electrical
14731,VA11,AVAL,1,electrical
14732,PDER,DVA,1,electrical
14733,VA12,PVCR,1,electrical
14734,VD12,VA12,1,electrical
14735,VD12,VA12,1,electrical
14736,PVWR,AVL,1,electrical
14737,PVWL,PVCR,1,electrical
14738,DVA,AVKL,1,electrical
14739,DD06,AVL,1,electrical
14740,PVWR,AVDR,1,electrical
14741,AVDR,AVAL,1,electrical
14742,VA12,PVCL,1,electrical
14743,PVCR,PVCL,1,electrical
14744,VB10,PVCL,1,electrical
14745,PVCR,PVCL,1,electrical
14746,PVCL,DA08,1,electrical
14747,PVCL,DA08,1,electrical
14748,DA09,DA08,1,electrical
14749,PVCR,AVAR,1,electrical
14750,PVCR,PVCL,2,electrical
14751,PVCR,AVAR,2,electrical
14752,VA11,AVAR,1,electrical
14753,PVCL,DB07,1,electrical
14754,PVCL,DB07,1,electrical
14755,bl17,DVA,1,electrical
14756,PVR,DVA,1,electrical
14757,bl15,PDEL,1,electrical
14758,PVT,DVC,1,electrical
14759,DVC,AVL,1,electrical
14760,VC06,PVT,1,electrical
14761,bl15,PVR,3,electrical
14762,bl11,DVA,1,electrical
14763,PVT,PVNL,1,electrical
14764,AVHL,AVFL,1,electrical
14765,PVNR,PVNL,1,electrical
14766,PVWL,PVPR,1,electrical
14767,PVWL,AVJL,1,electrical
14768,PVT,AVJL,1,electrical
14769,PVPR,AVJL,1,electrical
14770,PVCL,DD06,1,electrical
14771,VB11,AVKL,1,electrical
14772,bl17,VB11,1,electrical
14773,VB11,PVCR,1,electrical
14774,VD12,VB10,1,electrical
14775,VD12,VB10,1,electrical
14776,VB10,VA11,1,electrical
14777,PVPR,PQR,1,electrical
14778,PVPR,PQR,1,electrical
14779,bl15,DB07,1,electrical
14780,bl15,DB07,1,electrical
14781,PVCR,AVJL,1,electrical
14782,VA11,PVCR,1,electrical
14783,PVCL,DA08,1,electrical
14784,PVCL,DA08,2,electrical
14785,PVCL,AVAL,2,electrical
14786,PVCR,AVAR,1,electrical
14787,PVCR,AVAR,1,electrical
14788,AVBR,AVBL,1,electrical
14789,DA07,AVAL,1,electrical
14790,VD12,VB11,1,electrical
14791,PDB,PDA,1,electrical
14792,PDA,AVL,1,electrical
14793,PDA,AVL,1,electrical
14794,PDB,PDA,1,electrical
14796,PVR,DA09,1,electrical
14797,PVR,PDB,1,electrical
14798,PVR,PDB,1,electrical
14799,PVR,PDB,1,electrical
14800,PVR,PDB,1,electrical
14801,PVR,PDB,1,electrical
14802,PVR,DA09,1,electrical
14803,PVR,DA09,1,electrical
14804,PVWR,PVR,1,electrical
14805,PVR,PVCR,2,electrical
14806,PVR,PVCR,1,electrical
14807,hyp,PVCR,1,electrical
14808,PVCR,DA09,1,electrical
14809,PVWR,PVCR,1,electrical
14810,PVNR,LUAR,1,electrical
14811,PVWR,PVNR,1,electrical
14812,PVR,PDB,1,electrical
14813,PVNL,AVJR,1,electrical
14814,hyp,PVWL,1,electrical
14815,PVQR,PDA,1,electrical
14816,PHAR,PDA,1,electrical
14817,PVR,PHAR,1,electrical
14818,PDA,DVA,1,electrical
14819,hyp,PDA,1,electrical
14820,PVNL,LUAL,1,electrical
14821,PVCL,LUAL,1,electrical
14822,PVCL,PHBL,1,electrical
14823,PVQL,PHBL,1,electrical
14824,PVQL,PHBL,1,electrical
14825,PVQL,DA08,1,electrical
14826,DVC,AVG,1,electrical
14827,PHCR,PHCL,2,electrical
14828,PVCL,PLML,1,electrical
14829,PLML,LUAL,3,electrical
14830,PVR,PLMR,3,electrical
14831,PHCR,PHAR,1,electrical
14832,PVCR,PLMR,2,electrical
14833,PVCR,PLMR,1,electrical
14834,PLMR,LUAR,9,electrical
14835,PVR,PDB,4,electrical
14836,PVR,PHCR,4,electrical
14837,PVR,DA09,4,electrical
14838,DVC,DVB,2,electrical
14839,DVC,DVB,2,electrical
14840,AVHR,AVHL,1,electrical
14841,VB07,AVBR,1,electrical
14842,DB05,AVBL,3,electrical
14843,PVPL,AVKR,1,electrical
14844,hyp,AVG,3,electrical
14845,PVPR,DVC,1,electrical
14846,PVPR,DVC,2,electrical
14847,VA06,AVAL,2,electrical
14848,AVJR,AVJL,2,electrical
14849,syn3,VA07,1,electrical
14850,VB07,DB04,1,electrical
14851,AVHL,AVFR,1,electrical
14852,AVJR,AVJL,1,electrical
14853,DD3,DD04,2,electrical
14854,DD3,DD04,1,electrical
14855,VD07,VD06,8,electrical
14856,PVPR,DVC,1,electrical
14857,PVPR,DVC,2,electrical
14858,syn3,AS05,3,electrical
14859,DA04,AVAL,1,electrical
14860,DA04,AVAL,1,electrical
14861,AVHR,AVFL,1,electrical
14862,VB06,AVBR,4,electrical
14863,AVHL,AVFR,1,electrical
14864,syn3,VA07,3,electrical
14865,syn3,VA05,1,electrical
14866,VA07,AVAL,2,electrical
14867,VB06,AVBL,1,electrical
14868,VB06,AVBL,2,electrical
14869,PVCL,DA04,1,electrical
14870,syn3,DA04,1,electrical
14871,VA06,AVAL,2,electrical
14872,syn3,AVAL,1,electrical
14873,VB06,DB03,1,electrical
14874,PVPR,DVC,1,electrical
14875,VD06,PDEL,2,electrical
14876,PVCR,AVAL,1,electrical
14877,VB04,VB02,1,electrical
14878,AVFR,AVFL,1,electrical
14879,VA08,AVAL,1,electrical
14880,VA06,AVAL,4,electrical
14881,AVBR,AVBL,1,electrical
14882,PVT,AVG,1,electrical
14883,PVWR,LUAR,1,electrical
14884,PDER,DD06,4,electrical
14885,PDER,DD06,4,electrical
14886,PDER,DB04,4,electrical
14887,PDER,AVJR,4,electrical
14888,PDER,DB04,1,electrical
14889,DROP-blue-103,AVKL,1,electrical
14890,bl15,PQR,3,electrical
14891,bl15,PQR,3,electrical
14892,AVKL,AVJL,2,electrical
14893,VA12,PDER,2,electrical
14894,PVCR,PVCR,1,electrical
14895,VD12,VD12,1,electrical
14896,VC06,PDEL,1,electrical
14897,AVAL,AVAL,1,electrical
